image_path,class
Tomato___Tomato_Yellow_Leaf_Curl_Virus\11796227-f10e-4502-a849-ddff117a083c___UF.GRC_YLCV_Lab 03130.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Tomato_mosaic_virus\a7c7e844-1b1f-4aaf-aa23-abd2bce9f5fc___PSU_CG 2244.JPG,Tomato___Tomato_mosaic_virus
Apple___healthy\a4339fb7-ea48-4a93-ad00-aa1a55ea2b4e___RS_HL 7524.JPG,Apple___healthy
Apple___Black_rot\8d816370-cd56-4eb4-8d73-f9966e1853c6___JR_FrgE.S 2882.JPG,Apple___Black_rot
Tomato___Bacterial_spot\6a4a7ca5-06c2-44b6-b08c-073d94a01db4___GCREC_Bact.Sp 5960.JPG,Tomato___Bacterial_spot
Tomato___Tomato_Yellow_Leaf_Curl_Virus\c7dec7ce-e552-4dc7-a659-8b70423f5715___YLCV_NREC 2460.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Tomato_Yellow_Leaf_Curl_Virus\4a881700-5f8f-4acb-841b-8d4f5e74b9f9___YLCV_NREC 2685.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Bacterial_spot\eed063ad-2337-413d-95be-3598f7a15942___GCREC_Bact.Sp 5663.JPG,Tomato___Bacterial_spot
Tomato___healthy\e2bde260-6fac-4259-8b88-c7378f1ea730___RS_HL 0511.JPG,Tomato___healthy
Corn_(maize)___healthy\67c6930f-deba-4f88-81ac-969155f5765b___R.S_HL 8079 copy 2.jpg,Corn_(maize)___healthy
Tomato___Spider_mites Two-spotted_spider_mite\c3039d71-70b2-4dc7-85ae-0df9ba29b895___Com.G_SpM_FL 9582.JPG,Tomato___Spider_mites Two-spotted_spider_mite
Tomato___Bacterial_spot\ef19f124-1670-4f3f-a164-7057c6a33c39___GCREC_Bact.Sp 3104.JPG,Tomato___Bacterial_spot
Tomato___Septoria_leaf_spot\bcf2f5b8-8788-4ba2-a510-1174c00e76e3___Matt.S_CG 1619.JPG,Tomato___Septoria_leaf_spot
Tomato___Tomato_Yellow_Leaf_Curl_Virus\b1156c28-8ce5-405c-b976-e50558aeb1a4___YLCV_GCREC 2070.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Apple___healthy\a30bee25-14fb-43d2-9ab2-b179c920839c___RS_HL 5778.JPG,Apple___healthy
Potato___healthy\d325e580-5faa-4aea-927d-2700f52cc343___RS_HL 1872.JPG,Potato___healthy
Potato___Early_blight\37c72e1c-7981-4d84-9587-f5014b609230___RS_Early.B 7457.JPG,Potato___Early_blight
Tomato___Tomato_Yellow_Leaf_Curl_Virus\01ab67dd-f4cf-4141-87fc-24056902abf4___YLCV_GCREC 5148.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Potato___healthy\a1abff90-34e5-464d-b4d3-0c09f5924900___RS_HL 5414.JPG,Potato___healthy
Tomato___Spider_mites Two-spotted_spider_mite\381feee3-bdda-4e1a-82f6-1ddd62152b63___Com.G_SpM_FL 1256.JPG,Tomato___Spider_mites Two-spotted_spider_mite
Apple___healthy\4b186022-c0ab-4a26-9930-c7944a3c431e___RS_HL 7389.JPG,Apple___healthy
Apple___Apple_scab\774fb249-80b5-4575-ab5a-5459a9c14ef6___FREC_Scab 3024.JPG,Apple___Apple_scab
Corn_(maize)___Northern_Leaf_Blight\87127781-0ffa-401c-8a40-476533092885___RS_NLB 4667.JPG,Corn_(maize)___Northern_Leaf_Blight
Tomato___Spider_mites Two-spotted_spider_mite\33292e63-5f81-40ef-b397-f749a1c49bbf___Com.G_SpM_FL 9515.JPG,Tomato___Spider_mites Two-spotted_spider_mite
Tomato___Tomato_Yellow_Leaf_Curl_Virus\b1b63ecf-c676-4203-83b9-ff49bb5cb7a4___YLCV_NREC 2989.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Bacterial_spot\967e3fd5-f8b1-47af-a3c4-d22f0386b013___GCREC_Bact.Sp 5606.JPG,Tomato___Bacterial_spot
Potato___Early_blight\95fba7f6-23a4-4c3c-a2b9-335c5b4c3810___RS_Early.B 7743.JPG,Potato___Early_blight
Apple___Cedar_apple_rust\32ba7e2f-7ad8-480e-9f37-28469e6802af___FREC_C.Rust 9811.JPG,Apple___Cedar_apple_rust
Tomato___Tomato_Yellow_Leaf_Curl_Virus\380b5f5d-be1f-4f2b-845e-14c432228bfd___UF.GRC_YLCV_Lab 02381.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Apple___healthy\92effbbb-c662-40c8-8aa9-a5a453d859df___RS_HL 5899.JPG,Apple___healthy
Tomato___healthy\a05f8f2d-6ac6-45d8-b7ad-394bbda892fc___RS_HL 0613.JPG,Tomato___healthy
Tomato___healthy\24336aa8-a0ad-404e-9669-3661d9920aec___GH_HL Leaf 435.1.JPG,Tomato___healthy
Apple___Black_rot\5b5a11ac-da33-4eb4-b0a3-2ef746f744f4___JR_FrgE.S 8576.JPG,Apple___Black_rot
Tomato___Late_blight\558b263e-f6d3-4f15-9d16-2e100a34b99f___RS_Late.B 5414.JPG,Tomato___Late_blight
Apple___Cedar_apple_rust\f90bff66-b339-4a6f-acf4-85ed13aebff8___FREC_C.Rust 9843.JPG,Apple___Cedar_apple_rust
Tomato___Tomato_Yellow_Leaf_Curl_Virus\cb54c93e-bfd4-482a-bd84-68e35470fb2e___YLCV_GCREC 2260.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Tomato_Yellow_Leaf_Curl_Virus\4c35c751-b4d1-4ae9-b2f9-9c0565ff6892___YLCV_NREC 2161.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Tomato_Yellow_Leaf_Curl_Virus\4184a2a2-3322-4f06-ba3a-dad172e46662___YLCV_GCREC 2936.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___healthy\93807606-0aed-435b-adb2-cf303a7d586e___RS_HL 0135.JPG,Tomato___healthy
Tomato___Bacterial_spot\1abfbe87-b6e5-4da0-85e9-13980c67fd03___GCREC_Bact.Sp 3295.JPG,Tomato___Bacterial_spot
Potato___Late_blight\17a07992-ebb9-4368-8cb7-4af40d8ded08___RS_LB 3064.JPG,Potato___Late_blight
Tomato___Leaf_Mold\f6c43250-2d85-42fb-85e6-57699cbb9350___Crnl_L.Mold 6765.JPG,Tomato___Leaf_Mold
Corn_(maize)___Northern_Leaf_Blight\cea4e177-947e-466f-9b0f-fc2adae6a02e___RS_NLB 4198.JPG,Corn_(maize)___Northern_Leaf_Blight
Tomato___Bacterial_spot\c772de4c-5514-4b6f-b136-bf73532c7332___GCREC_Bact.Sp 3571.JPG,Tomato___Bacterial_spot
Tomato___Early_blight\b450abe9-9282-42a8-af4d-3fa7da258f40___RS_Erly.B 7735.JPG,Tomato___Early_blight
Tomato___Target_Spot\f5cef24e-7c7d-4394-b6b8-bf183f23eb74___Com.G_TgS_FL 0674.JPG,Tomato___Target_Spot
Apple___Apple_scab\268a2ad1-d649-4ec0-add3-61cc8f54f479___FREC_Scab 3235.JPG,Apple___Apple_scab
Tomato___Tomato_Yellow_Leaf_Curl_Virus\2cd782b8-c502-466e-a21f-36d1fd6680a2___YLCV_GCREC 5365.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Late_blight\545d8b80-b6b1-45fe-8f3d-4d0a904730e9___GHLB2 Leaf 87.1.JPG,Tomato___Late_blight
Tomato___Spider_mites Two-spotted_spider_mite\68c2d48b-f91e-42a4-afeb-9061cb4c6c74___Com.G_SpM_FL 9271.JPG,Tomato___Spider_mites Two-spotted_spider_mite
Tomato___Spider_mites Two-spotted_spider_mite\efdab5e4-a0bc-4af3-9179-2afd3b72e82a___Com.G_SpM_FL 1674.JPG,Tomato___Spider_mites Two-spotted_spider_mite
Tomato___Tomato_Yellow_Leaf_Curl_Virus\94e7e9be-2df8-4d15-908b-043a6d76853b___YLCV_GCREC 5174.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Tomato_Yellow_Leaf_Curl_Virus\210fb404-2acd-47fb-aac4-24fb372fc183___YLCV_NREC 0208.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Bacterial_spot\cc4ae662-c07c-4aae-8868-f4711ae5d158___GCREC_Bact.Sp 3852.JPG,Tomato___Bacterial_spot
Tomato___Tomato_Yellow_Leaf_Curl_Virus\1da736d4-1d24-47f8-9989-bfed656a7e9d___YLCV_NREC 1989.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Early_blight\eb807a4d-9d14-49a0-af1f-1e26b093edff___RS_Erly.B 7409.JPG,Tomato___Early_blight
Tomato___Leaf_Mold\0e508a3f-af06-4c8a-be78-5c38d2d4fb68___Crnl_L.Mold 6775.JPG,Tomato___Leaf_Mold
Tomato___Septoria_leaf_spot\ee3b2acc-37ce-4dd0-8ce3-ec270404050b___JR_Sept.L.S 8413.JPG,Tomato___Septoria_leaf_spot
Potato___Late_blight\749a1b32-7152-4dce-87b4-92af094f6b9b___RS_LB 3310.JPG,Potato___Late_blight
Tomato___Target_Spot\62b9fcc7-a7fe-474c-b036-8a3359465a0e___Com.G_TgS_FL 8106.JPG,Tomato___Target_Spot
Tomato___Tomato_Yellow_Leaf_Curl_Virus\459de8b6-9179-44ec-b5a8-1b6925c471d2___YLCV_GCREC 5512.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Corn_(maize)___Northern_Leaf_Blight\7cb45f15-0315-4cb4-88fa-c0bcef1a5a73___RS_NLB 0777.JPG,Corn_(maize)___Northern_Leaf_Blight
Tomato___Septoria_leaf_spot\77beaab6-09bf-4ea4-9107-4109d06b5412___Keller.St_CG 1829.JPG,Tomato___Septoria_leaf_spot
Tomato___Late_blight\e33f0c2f-ff87-42e2-a31f-aaf232e67e10___RS_Late.B 5231.JPG,Tomato___Late_blight
Tomato___Bacterial_spot\dfe2d859-22bd-47f3-82f5-b9ea501ab897___GCREC_Bact.Sp 6331.JPG,Tomato___Bacterial_spot
Tomato___Early_blight\a7a4d12c-61bf-401d-ab88-0572c4dec56d___RS_Erly.B 9464.JPG,Tomato___Early_blight
Tomato___Tomato_Yellow_Leaf_Curl_Virus\6eb13474-f3b6-4a3b-ab7e-917dc9b896b5___YLCV_GCREC 2624.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Target_Spot\f845fbab-129e-489a-b5b4-ba7a14679972___Com.G_TgS_FL 1130.JPG,Tomato___Target_Spot
Tomato___Bacterial_spot\ac444acf-1d85-4928-9f73-947497fb6b9f___GCREC_Bact.Sp 5762.JPG,Tomato___Bacterial_spot
Potato___healthy\ee052892-e935-4fbb-9344-4d23c57c6890___RS_HL 5400.JPG,Potato___healthy
Tomato___Tomato_Yellow_Leaf_Curl_Virus\78f8a135-5741-46d0-bb1b-589f127c0871___YLCV_GCREC 1971.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Septoria_leaf_spot\bb3dc68f-0ade-4bb8-8c27-e2ff3529a20d___JR_Sept.L.S 2671.JPG,Tomato___Septoria_leaf_spot
Tomato___Septoria_leaf_spot\aecb29a8-4d9f-4503-a2b1-906551b8ec76___Matt.S_CG 7448.JPG,Tomato___Septoria_leaf_spot
Tomato___Late_blight\63bd9158-43c2-4b8f-b4ee-a8935f8e3096___GHLB Leaf 1 Day 6.JPG,Tomato___Late_blight
Tomato___Early_blight\1f4c6478-a39b-4974-aeef-3fcfa5ea69a6___RS_Erly.B 7385.JPG,Tomato___Early_blight
Tomato___Tomato_Yellow_Leaf_Curl_Virus\5d920f84-e994-4002-8600-b76d55d4ac18___UF.GRC_YLCV_Lab 03172.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___healthy\5853fc45-5ce0-4b2c-a36e-18eda75a97c6___RS_HL 9632.JPG,Tomato___healthy
Tomato___Tomato_Yellow_Leaf_Curl_Virus\538b6523-416b-401b-b739-5b0f88f65b41___YLCV_NREC 0279.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Potato___Late_blight\3c5e5bd4-e805-44b4-a030-51ee6bb1cef6___RS_LB 4139.JPG,Potato___Late_blight
Tomato___Late_blight\bf1dbfe2-cbad-428f-9d91-4a63de9121bd___RS_Late.B 5036.JPG,Tomato___Late_blight
Tomato___Bacterial_spot\6e66897f-e901-41e2-990b-54f8117b792e___GCREC_Bact.Sp 5761.JPG,Tomato___Bacterial_spot
Tomato___healthy\bc0e8e3d-0cd4-4650-ac73-c099a0b75d4e___GH_HL Leaf 426.1.JPG,Tomato___healthy
Tomato___Late_blight\7d9f4bd8-6a41-4c5e-816e-175f88e0be41___RS_Late.B 5488.JPG,Tomato___Late_blight
Potato___Late_blight\5a42a288-8be0-4985-9ca5-105f75c8ee01___RS_LB 3275.JPG,Potato___Late_blight
Tomato___Spider_mites Two-spotted_spider_mite\57947620-7dfb-4197-8e9a-c78b56e43ba4___Com.G_SpM_FL 9527.JPG,Tomato___Spider_mites Two-spotted_spider_mite
Tomato___Late_blight\de7adfd4-221a-4564-8937-6ae593891fbd___RS_Late.B 5219.JPG,Tomato___Late_blight
Apple___healthy\1c85fc77-1843-4a85-8f21-107385d5873c___RS_HL 7272.JPG,Apple___healthy
Tomato___Bacterial_spot\99ccffe8-2bfa-4032-91a4-81287f9d37fb___GCREC_Bact.Sp 5805.JPG,Tomato___Bacterial_spot
Tomato___Tomato_Yellow_Leaf_Curl_Virus\9f41a7d7-d1a1-474e-8a5e-0835bc2e6a0c___YLCV_GCREC 2037.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Leaf_Mold\e5296fcd-8354-4c8c-8e91-777fe4d9555b___Crnl_L.Mold 8973.JPG,Tomato___Leaf_Mold
Tomato___Late_blight\ccc1fb49-16b3-4cf6-b782-4b98e9429f7b___GHLB2 Leaf 8832.JPG,Tomato___Late_blight
Tomato___Leaf_Mold\ebe5c5c5-7e29-4aa7-bc0b-f895b5bc3d20___Crnl_L.Mold 6676.JPG,Tomato___Leaf_Mold
Tomato___healthy\ee83a3b8-911e-455e-be06-20583bfb6b74___GH_HL Leaf 451.JPG,Tomato___healthy
Tomato___Early_blight\fae08468-fe96-4604-9b86-bfe4c4f06999___RS_Erly.B 9530.JPG,Tomato___Early_blight
Tomato___Tomato_Yellow_Leaf_Curl_Virus\c5e1e6aa-a532-46fe-8555-bec31fa069f2___UF.GRC_YLCV_Lab 01564.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Target_Spot\9abdb77e-d5dd-4474-9909-a522106b9790___Com.G_TgS_FL 9968.JPG,Tomato___Target_Spot
Tomato___healthy\4e3f33a1-04a8-4d15-b36c-f757800f766f___RS_HL 0556.JPG,Tomato___healthy
Apple___Black_rot\d361ab89-3f57-4bfc-b2af-a6c5b75055af___JR_FrgE.S 8608.JPG,Apple___Black_rot
Tomato___Early_blight\2245fdf5-3ff5-4624-9797-0b65bcc6cf73___RS_Erly.B 6358.JPG,Tomato___Early_blight
Tomato___Spider_mites Two-spotted_spider_mite\6f12dc84-08a1-4e68-8265-1974061ba939___Com.G_SpM_FL 8430.JPG,Tomato___Spider_mites Two-spotted_spider_mite
Tomato___Bacterial_spot\1d6494e5-d659-47f2-a854-95f7633f8018___GCREC_Bact.Sp 6102.JPG,Tomato___Bacterial_spot
Tomato___Late_blight\efc16184-1012-4240-934b-85b2396b0d1d___RS_Late.B 5124.JPG,Tomato___Late_blight
Tomato___Septoria_leaf_spot\817905e4-d07e-43d3-8b2a-d7819a62abaa___Matt.S_CG 7729.JPG,Tomato___Septoria_leaf_spot
Tomato___Tomato_Yellow_Leaf_Curl_Virus\f9e6a633-a695-4239-9566-456473fdf474___UF.GRC_YLCV_Lab 01480.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Corn_(maize)___healthy\30213a02-eea7-46a3-af9c-0078b93bb2b9___R.S_HL 8308 copy.jpg,Corn_(maize)___healthy
Tomato___Septoria_leaf_spot\b5a7ad4c-1b76-4dda-862a-c6d6b9d28d90___Matt.S_CG 2443.JPG,Tomato___Septoria_leaf_spot
Tomato___Late_blight\07eb29e8-112d-4bcb-8b65-aba4b4307f2a___RS_Late.B 6907.JPG,Tomato___Late_blight
Potato___Early_blight\f5fca019-b28f-4000-9d5e-b0b5fd061304___RS_Early.B 7503.JPG,Potato___Early_blight
Tomato___Bacterial_spot\1fcebd34-f196-4909-abd1-6d9413d9b4b4___GCREC_Bact.Sp 3304.JPG,Tomato___Bacterial_spot
Tomato___Tomato_Yellow_Leaf_Curl_Virus\fe25711d-1d9d-47d0-a24c-5ea4951312a3___YLCV_GCREC 5136.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Apple___Black_rot\98f61299-9578-49f4-8907-1d06e8b15d8a___JR_FrgE.S 8617.JPG,Apple___Black_rot
Potato___Early_blight\ee584747-fea1-4d16-9c03-40bfc9bcf1c7___RS_Early.B 8600.JPG,Potato___Early_blight
Tomato___Target_Spot\7a53588f-b543-4858-a3b5-0e9dab0eaf06___Com.G_TgS_FL 8004.JPG,Tomato___Target_Spot
Apple___Apple_scab\3eb26abb-a392-4cc4-9be2-d5e4bb8f3660___FREC_Scab 2969.JPG,Apple___Apple_scab
Apple___healthy\74d4928f-5a36-4f9b-acbe-be50736d397d___RS_HL 8169.JPG,Apple___healthy
Corn_(maize)___Northern_Leaf_Blight\87705bdf-957a-4abb-b8b6-159d64de4e02___RS_NLB 3985.JPG,Corn_(maize)___Northern_Leaf_Blight
Tomato___Tomato_Yellow_Leaf_Curl_Virus\42278bd0-252e-43f9-900f-822049382956___YLCV_GCREC 2869.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Apple___Black_rot\33f2ada7-3d14-4a85-9601-126da3eac03f___JR_FrgE.S 3022.JPG,Apple___Black_rot
Tomato___Tomato_Yellow_Leaf_Curl_Virus\cbf86900-e987-4675-b7a3-23802305f415___UF.GRC_YLCV_Lab 01493.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Potato___Late_blight\d20fef22-7016-4115-9930-a66b32c718c6___RS_LB 4417.JPG,Potato___Late_blight
Tomato___Leaf_Mold\aeec2942-315c-4297-90a2-4dc24f491a5c___Crnl_L.Mold 6925.JPG,Tomato___Leaf_Mold
Potato___Early_blight\e912f95d-d159-47bc-b1ed-f0f08c3c391d___RS_Early.B 8366.JPG,Potato___Early_blight
Tomato___Bacterial_spot\e93d0422-f01b-46bf-baf6-6ec104b7a7c4___GCREC_Bact.Sp 3663.JPG,Tomato___Bacterial_spot
Corn_(maize)___Northern_Leaf_Blight\1a6b22db-27fe-4c78-b014-64f1879976dc___RS_NLB 4062 copy.jpg,Corn_(maize)___Northern_Leaf_Blight
Potato___Early_blight\f217f3ba-56fa-4f97-bf9a-07697e08e845___RS_Early.B 9161.JPG,Potato___Early_blight
Corn_(maize)___Northern_Leaf_Blight\8970b98a-13dc-4293-8795-33436cef05e7___RS_NLB 3559.JPG,Corn_(maize)___Northern_Leaf_Blight
Tomato___Late_blight\0dc24e61-c636-49e4-9a3d-3aa9a0efb429___GHLB2ES Leaf 69.JPG,Tomato___Late_blight
Tomato___Target_Spot\0adf2e61-79af-4129-aae0-f41f73b1725f___Com.G_TgS_FL 8275.JPG,Tomato___Target_Spot
Apple___Black_rot\32ef0219-fbb0-417c-abad-56021a2c1619___JR_FrgE.S 2893.JPG,Apple___Black_rot
Corn_(maize)___Northern_Leaf_Blight\b8313909-4b3a-4d5e-9d9b-616e5749bf3d___RS_NLB 4086.JPG,Corn_(maize)___Northern_Leaf_Blight
Tomato___Bacterial_spot\c1ca97a3-0701-4d1b-ab77-0a1d018d7886___GCREC_Bact.Sp 5609.JPG,Tomato___Bacterial_spot
Tomato___Tomato_Yellow_Leaf_Curl_Virus\cf03a568-c695-49d6-92ea-a7e0ec33a1c1___UF.GRC_YLCV_Lab 02585.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Apple___Cedar_apple_rust\d5839d69-9c98-4ea7-811b-03b40e7fc991___FREC_C.Rust 3869.JPG,Apple___Cedar_apple_rust
Tomato___Leaf_Mold\f49fa2e7-d767-4d97-8b57-026388fe548a___Crnl_L.Mold 9033.JPG,Tomato___Leaf_Mold
Tomato___Target_Spot\e771a274-87c8-4342-8b63-f67f220a672e___Com.G_TgS_FL 9832.JPG,Tomato___Target_Spot
Apple___healthy\e1feed76-9ae7-449b-8c58-aebd806c680b___RS_HL 8034.JPG,Apple___healthy
Tomato___Tomato_Yellow_Leaf_Curl_Virus\7c7e347d-fc03-41f2-8edc-bb284ce7c969___UF.GRC_YLCV_Lab 01741.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Tomato_Yellow_Leaf_Curl_Virus\fbcde21a-84a9-4d1d-95be-0fa5972b55e4___UF.GRC_YLCV_Lab 01736.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Corn_(maize)___Northern_Leaf_Blight\8b9ae2cf-fcc9-44f8-889a-4868014c70b4___RS_NLB 3936.JPG,Corn_(maize)___Northern_Leaf_Blight
Corn_(maize)___Common_rust_\RS_Rust 1906.JPG,Corn_(maize)___Common_rust_
Corn_(maize)___healthy\49ecc957-9ec7-45f7-a3c9-d1e63cf224df___R.S_HL 0607 copy 2.jpg,Corn_(maize)___healthy
Apple___Black_rot\51c1787e-4570-43dc-91c3-6ae72c98128a___JR_FrgE.S 8706.JPG,Apple___Black_rot
Tomato___Tomato_Yellow_Leaf_Curl_Virus\28dd4844-6c21-4963-8529-0f4694253e57___YLCV_GCREC 5312.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Corn_(maize)___healthy\f3742e1c-689f-427e-9d32-e7aeb3c96e3c___R.S_HL 7925 copy.jpg,Corn_(maize)___healthy
Apple___Black_rot\7fb51374-f3ae-4dc9-8e0b-f25552528852___JR_FrgE.S 2894.JPG,Apple___Black_rot
Tomato___Bacterial_spot\79e4404c-59ae-4ea9-9655-9e942ab9d72c___GCREC_Bact.Sp 6060.JPG,Tomato___Bacterial_spot
Apple___healthy\3e19a6c4-e5d8-4649-b403-7a8fd36b88e2___RS_HL 7533.JPG,Apple___healthy
Tomato___Spider_mites Two-spotted_spider_mite\a641c588-7ab4-4a6c-8547-c0ae01ff944b___Com.G_SpM_FL 8502.JPG,Tomato___Spider_mites Two-spotted_spider_mite
Tomato___Late_blight\7872b2c5-2b59-4f28-aab0-f9346486c83a___RS_Late.B 5332.JPG,Tomato___Late_blight
Tomato___Spider_mites Two-spotted_spider_mite\e5515850-5866-4ba5-a049-347b14d0bc4f___Com.G_SpM_FL 8844.JPG,Tomato___Spider_mites Two-spotted_spider_mite
Tomato___Tomato_Yellow_Leaf_Curl_Virus\7e09e564-5d3c-45ce-ad09-938ca19aae07___YLCV_NREC 0269.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Potato___Early_blight\8ff3274d-02b2-4859-9415-982aa4ec7d8c___RS_Early.B 7465.JPG,Potato___Early_blight
Tomato___Bacterial_spot\9f2c6d36-700b-4eec-9478-31cfaaed166e___UF.GRC_BS_Lab Leaf 0723.JPG,Tomato___Bacterial_spot
Tomato___Bacterial_spot\a2458c0c-9032-4843-ac16-e12559e382ea___GCREC_Bact.Sp 5765.JPG,Tomato___Bacterial_spot
Potato___Early_blight\ab808dff-e0fc-42d0-ad9a-c4cb7f69e59b___RS_Early.B 9210.JPG,Potato___Early_blight
Tomato___Tomato_mosaic_virus\39dc536a-03ba-4e34-9ade-9618715f4b96___PSU_CG 2106.JPG,Tomato___Tomato_mosaic_virus
Apple___healthy\14284447-1510-439f-bb04-8977e8fa8cbb___RS_HL 6257.JPG,Apple___healthy
Tomato___Late_blight\34bd18fa-d898-40d4-83ed-665caabed7d0___RS_Late.B 5113.JPG,Tomato___Late_blight
Apple___healthy\19b3dc29-de7d-46e8-af14-7451d779f424___RS_HL 7373.JPG,Apple___healthy
Tomato___Target_Spot\39c2047a-9d7b-489e-b790-45bf9340ee97___Com.G_TgS_FL 8331.JPG,Tomato___Target_Spot
Tomato___Septoria_leaf_spot\2e9928ec-5f57-4587-bbc3-18e30d2938e3___JR_Sept.L.S 8373.JPG,Tomato___Septoria_leaf_spot
Tomato___healthy\1a939012-5b9b-4dfa-aeda-ba97ec857903___GH_HL Leaf 278.JPG,Tomato___healthy
Corn_(maize)___Common_rust_\RS_Rust 2068.JPG,Corn_(maize)___Common_rust_
Tomato___Tomato_Yellow_Leaf_Curl_Virus\1e619c8a-6752-4654-90b8-598397347530___UF.GRC_YLCV_Lab 02524.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Tomato_Yellow_Leaf_Curl_Virus\07c0b302-3b90-48bd-8615-b31b2cf87691___UF.GRC_YLCV_Lab 02927.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Corn_(maize)___Common_rust_\RS_Rust 2632.JPG,Corn_(maize)___Common_rust_
Tomato___Late_blight\fcfe91fc-c578-4c6d-8fe4-b8ff4cfdb766___GHLB2 Leaf 75.1.JPG,Tomato___Late_blight
Tomato___Leaf_Mold\2aa365ee-c396-47e3-bf04-aad9d18f470f___Crnl_L.Mold 6655.JPG,Tomato___Leaf_Mold
Tomato___Late_blight\f348eaf2-65ef-47b1-af84-ffdedc4599e9___RS_Late.B 4895.JPG,Tomato___Late_blight
Corn_(maize)___healthy\2cd74832-29e5-441a-84b1-5bc5379c16c2___R.S_HL 8111 copy.jpg,Corn_(maize)___healthy
Apple___healthy\21321d47-a7a7-40e7-9514-cfa4f45e2f22___RS_HL 5651.JPG,Apple___healthy
Potato___Early_blight\48ed1384-b3c5-464d-bdc8-97b347d89a58___RS_Early.B 6744.JPG,Potato___Early_blight
Tomato___Spider_mites Two-spotted_spider_mite\08672d79-7f11-4900-9e12-aad35778f463___Com.G_SpM_FL 8753.JPG,Tomato___Spider_mites Two-spotted_spider_mite
Tomato___healthy\514c77da-8edc-4ce5-948c-fbab6f3b2d96___RS_HL 0478.JPG,Tomato___healthy
Tomato___Leaf_Mold\e7ebe82b-5573-47ff-acb8-f208462d0335___Crnl_L.Mold 7123.JPG,Tomato___Leaf_Mold
Corn_(maize)___Common_rust_\RS_Rust 2685.JPG,Corn_(maize)___Common_rust_
Tomato___Tomato_Yellow_Leaf_Curl_Virus\5082c000-323f-4002-86e1-d446e94be8f7___YLCV_GCREC 2670.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Target_Spot\55241408-ef80-443f-800d-9c1b4575609b___Com.G_TgS_FL 1046.JPG,Tomato___Target_Spot
Tomato___Early_blight\983a04ad-2cc6-4d78-9365-a67012b4ffdc___RS_Erly.B 7661.JPG,Tomato___Early_blight
Apple___healthy\f17a1770-7878-4f53-a432-e93429328836___RS_HL 6090.JPG,Apple___healthy
Tomato___Tomato_Yellow_Leaf_Curl_Virus\0d95d4d3-9623-4c1a-a30d-9128a6d04b81___UF.GRC_YLCV_Lab 09449.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___healthy\7890f4dc-0c55-454b-ab23-3b25d3d973c4___GH_HL Leaf 366.1.JPG,Tomato___healthy
Apple___Black_rot\39148cb8-c7fa-4760-b708-b4e399047bb6___JR_FrgE.S 2869.JPG,Apple___Black_rot
Tomato___Late_blight\59f2bb8e-e7a1-42b6-8613-f3d4bc11253a___RS_Late.B 6605.JPG,Tomato___Late_blight
Potato___Early_blight\38a72c90-ed53-4432-b625-01c1f962f791___RS_Early.B 7302.JPG,Potato___Early_blight
Tomato___Tomato_Yellow_Leaf_Curl_Virus\4cbfab65-a214-4a5e-a3c4-5873f7c766c8___UF.GRC_YLCV_Lab 02022.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
